clean_text,label,sentiment
jane nt know talk sorri sister wrong berni,0,negative
bakra mandi ke patha sale hai mandi wala goat farm 336 8056786,1,positive
today book 2 ticket close buddi fav actor first day first show bharat,2,neutral
offici group stage ki tak toh sahi keh rha lekin agar knockout mai hua india se match toh 100 pak jeet ga,0,negative
pakistani kisi ko nahi baksht swear dunya ki sabs haraami qaum hai pakistan ki,0,negative
love thoma stanley holland amaz 23rd,2,neutral
agr koi tum se bhalai ki umid rkhi usay mayus mat kro q k logon ki zrurton ka tum se wabsta hona tum pr,1,positive
koi aaafat nahi aaegi aur aayi sarkar nikammi hai ism koi baat hi nahi k,0,negative
tab bhi aap chup hai kyu ki isp rajniti nhi banti na umid krta hu ki apko ye smjh ayega ki lynch sirf hindu hi,0,negative
iss pehl ke bohat dair ho jay humein pashtana pare kiun na hum khud ko azaad karein apn dard se apn,1,positive
aap khali pil dhyan dijiy agar itna bada mandat hai jarur kuch hai us aadmi jiska naam,1,positive
mojuda sarkar ne sirf chunav jeeta hai rahul gandhi ne desh ka dil jeeta hai rahul gandhi har kar bhi jeet gay,2,neutral
right time fuck bakrichod ke aulad ke maa chodn ka,0,negative
go super fun superdancerchapter3 mr theek hai saksham come togeth nt miss th,1,positive
ji sahi kaha lekin un desh mein hindu muslim keh ke facil bhi nahi di jaati waha bahusankhyak ke saa,0,negative
aaj bhi yaha jese kutto ki kami nhi apn log jese kutt ka saport kart dikheng par,0,negative
ha ha ha went tweet ca nt stop laugh papa ka kehna mano agar akel la,2,neutral
iska toh koi bhi video ya audio dekhna hi nahi hai bewakoof aadmi hai ye,0,negative
wow peh baar itna badhiya fantasi app dekha criczar veri uniqu download tri,1,positive
mushkil tu nhi hai polit religion pe ala bala pe baat karn waalo ko ye bus aur laachaar loog nazer kiun nhi aat,0,negative
jnu alway contribut best genr develop nation congratul alumni smt,1,positive
mere khayal se jyadatar log mental ho gay hain jinko unki jeet hazam nahi ho rahi sadi si congr,0,negative
girl alreadi excit celebr birthday 2nd june let s sonakshian,1,positive
bhut aacha song h love,1,positive
oh god feel,1,positive
new post jk3r rickettoss atch predict guy payment close hai toss everyday free session free dunga aaj,1,positive
ind lagta hai rahul ne uski payment band ki hai kyuki usn apn logo ko pyaar b,1,positive
2011 wc mai india ke jeetn ka main factor no4 yuvi hi tha bhut right balanc tha us time ka toh,1,positive
evm ke harwar set kark chunaaw jeetaa gya hai elect commiss pese khaakar bjp ko jitaya hai hardwar,1,positive
mohad abbb saal paidal chala kar madarchod pappu k gulam hindu rashtra k liy taiiyar hoja katu,0,negative
gadkari sir pali dist marwar jn tahsil ke gavo sadak ki halat bahut hi kharab ho chuki hai krupya aap vishesh dhyan deve sir,2,neutral
bjp valo ko andh bhakt bolna vala khud andha h chamcha c,0,negative
fancaf tran sejun hahahahahaheheheheh got fat practic room heheheh delici,1,positive
jalan nahi sharam ki humar najayaj aulad itna nalayak kais nikla sala jalan,1,positive
thank hamara q thank tow apka kay apnay kisi kay liy nahe balkey hamarey liy hum tak 1 achi,2,neutral
susmita7 manjo bhaya ar look soo cute,2,neutral
om 70 hindu hatya ho chuki bahno ka rape kiya,0,negative
patrag jab ap congress ki dhajjiya udat ho na tab bahut maja ata h sir ap har kar bhi jeet gay sir hama,0,negative
fine touch feet indian hon presid ram nath kovind sir india hon 1st ladi smt savita kovind m,2,neutral
yogendrayadav looser feel imp actual real peopl india iss gadh ko ghas bhi nehin dalt,0,negative
break news trend 1 rehn ke gham jcb ne ki suicid ki koshish jcbkikhudhayi,0,negative
ankush tu wahi jhat ka khujli bc jab khujan jao ese bhagta,0,negative
one smartest intellig hun know forver celebr mummi,2,neutral
papa great super duper papa aaj bi dera sacha sauda sari sangat wasi ki wasi hi aa rhi h koi kise k khne pr ruk n,2,neutral
appreci love baazi nawal pure thank help good luck exam,2,neutral
54 ye pakistan criicket team k taptan hai jo pubg parachutt k tarh team pe nazil howa hai,0,negative
sir ji home minist ban gay jis desh ka home minist amit shah ho achchaa hi hogaa,2,neutral
abe kalu tu kisi ko imandar mat bol itiha gwah rahega ki tune treno ki patria bhi nahi chhodi aur,0,negative
madam koi acchi kitab padho aisi violent kitaab padhkar aap bhi violent ho jayengi,2,neutral
msa laugh made fun whole life m easili embarrass mean ca nt,2,neutral
love u champion happi aapka 2011 worldcup k kuch matcho aapka yogdan ach se yad h mujh,1,positive
love heart,2,neutral
block kid seedha dil se nikal phenkti hun,1,positive
kaun kahta hai modi ji ne sawarno ko samman nahi diya jo suvidhay cong yug sirf kuchh varg aur jat,2,neutral
ghar look like good cook stori hehe hum bhi issi mulk main rehtey hain bhai lol,0,negative
sharma4 aby chutiya ye choti chaddi gang krti hai muslamn nhi lgao uspr ki,1,positive
hamar intellig miya agay hei ab ye bataw kiss hate kart ho,1,positive
ye bhi koi puchn ki baat hai one handsom 4,2,neutral
big boy form vanish 10th stroke mo sukun paa,1,positive
pradhan marntri ji bahot bahot subhkamnay dher saari bdhaayi modi ji aap pyaar hmesha ays hi janta parivaar,2,neutral
hearti congratul desh ka chowkidar landslid victori 2019 general electio,2,neutral
sir ab boln se kaam nahi hoga mamta aur owaisi par lagam jaruri hai ab desh ek k,1,positive
nitish ki agar bar palti marn ki koshish kiya inka bhi halat wahi hoga jo sp bsp ka hua tab rajniti,1,positive
gawar tu saala kutta hai kuch kam nahi hai deshbhakti jesa gu stool movi karta hai dekhn joker,0,negative
ye mull sirf maar ki bhasha hi samjheng hindu log hatiyar kyu nhi uthat ye meri samajh se bahar,0,negative
god genuin pray god bless child bad word jiski maa ko itn bure bol boln,1,positive
friend aaj dinner ka bill tu pay karega mujh bhookh nahi hai,1,positive
tu aaj wake kitna juuth bole gye modi g dd newz dekh rahe thi tum kyu aapna samey baja rahe,0,negative
jay shree ram jay shree ram jay jay jay shree ram sare bolo jay shree ram jor se bolo jay shree,1,positive
realm walo updat krne ke baad phone realm logo pe stuck ho jara ye tha tumara stabl updat itn mhino tk pap,1,positive
random girl cool ek baar pakdo toh shi fir pta chlega kitna garam hu girl ajeeb chutiya hai tu bc,0,negative
left ka karog samarthan right karega fail lega apn hath pich dege pel,1,positive
varuni aapki bodi toh move kar raahi thi par aapka dil nach raha tha waah salman shilpa last season,2,neutral
mustafa read jab dil ko lagti ha tab h dil khuda se lagta ha 101 true opinion,1,positive
ap bhi agar modiji ke sath hoyein aj jeet apka vajud modiji se tha khamosh hog,1,positive
malik sahib iss jaisya behenchod ky ghar mea iss ki maa aour behen mea,0,negative
sayyyysss naii roz thori na peeti hun ye b bht din phli ki pic hai r ye vapr tha isk ilawa 2 br sheesha piya hua bss,2,neutral
democraci sale phir chor kon ha bhai jo tmc log bjp mn shamil hore ha jis ko tum gali dete,0,negative
evm se banegi bjp ki sarkar,2,neutral
teri ankho ki namkeen mastiyaan teri hasi ki beparbah gustakiyaan teri julfo ki lahrati angdaiyaan,2,neutral
pallavi92 asksaipallavi someon know someon special huge fan ur name nikhita plz say hi,2,neutral
inshaallah harami hindoun se ham aik aik muslim ka gin gin k badla len ge ye harami te,0,negative
good morn facebook world salaam alakium ramadan mubarak,2,neutral
bologuruji ap nikhil ghumn gye ho na love guruji,2,neutral
problem vipaksh ki nahi unk aisho aaram ki hai unk liy aaj tak toilet gas electr mudda,0,negative
unlimit earn money roz dhan android app best earn app india,2,neutral
hi sad pls talk unless go buy coffe tell pretti bc half second away,0,negative
kareenakapoorkhan bebo beauti queen come back bang danc india danc show super judg,1,positive
savag jais social media par logo ko block kar sakt hai wais real life kyu nhi,1,positive
jacquelin dubai come cant wait perform u team dabangg orbiteventsdubai sunglowentertain khale,2,neutral
sharma,1,positive
dunia mein gatia se gatia kam kar liy magar kabhi wow nice post thank share wali harkat nhi ki,1,positive
ha bhai pta nahi ye kon tha jo sala e,1,positive
kya dua du didi aapko es birthday pe meri umar bhi aapko lag jay happiest birthday bhagwan aapko,2,neutral
gujju famili member love care time maandu koi ek jan padyu hoy pan k,1,positive
aacrew ooooo look like fun hope s great experi,1,positive
anyssa happi birthday boo crazi think met like 9 year old today turn 18 happi birthday,2,neutral
lmao uhhh work dawg,1,positive
13 year pudhupettai true cult classic master film maker alway feel proud hav,2,neutral
nihayti chutiya log vo actor apni hi film ko leke mzaak nhi kr skte kya mention mai ghus ke gaali deni h,0,negative
qus ye hona chahiy desh sabs bada paltu kaun hai ss ko remov kar ke kajriw ji naam dalo,1,positive
oye shatram dm close hua hai aankh kharab nhi jo dikhai nhi de rha tumhari baat,1,positive
cutest punch bag scene itn pyaar se koi sri bole toh koi bhi pighal jae naamkarann avneil adiza,2,neutral
anna ji ke andolan ko saphal kejriwalji ne hi banaya tha ink hatjan par aaj annaji kahan hain sabko pata hai,1,positive
jis insan ne hamar haak se hame juda kar diya vo mahtma nhi ho sakt mana ki ajadi se pahl unk,0,negative
politician ki tarah journalist ko bhi apni dukan chalani hai pahel bal thakeray ko galiya dete rahet,0,negative
congrat grootman yengwayo kutta uncl would proud yoh asizokuthukwa madoda kwezondlela,2,neutral
ntf haan har episod khatarnak hota h,1,positive
g g muji kahan smajh aye ga main tu nasmajh hn doodh peeta bacha hn smajhdar tu aik aap hain,0,negative
ppp kion ye tumhari behen lay k bhag gaya hay salay barway,0,negative
badhai ho bhai aap jais log hi poori nistha k sath modi ji ka sath de sakeng aasha,2,neutral
siddiqui civil war tumhar pichwad mein ghuss di jayegi sala gandhi ka ghulam,0,negative
nawaz choor ko q k us na sara pasa chora kr bahir la gya aj pakistan main bacho ka koi acha hospit nahi hai sala ganja,0,negative
tum sirf apni wajah se nahi haar ye jo tumn jais log bhar rakh hain na jinko,2,neutral
repost masoomiyat ko sach ki zaroorat nahi hoti kyunki uss saccha kuch aur nahi hota kaafir prem,2,neutral
hume tums pyaar kitna ye hum nahin jaant good night yash sweet dream love u lot,2,neutral
kahi aapka ishara haramkhor bevichari besaram behaya kamina chutiya kalutosh ki tref nhi mu,0,negative
yadavpooja tum jais logo ke hi karn sp ki ye halt hui hai jo jyada hi apn aap ko smjhdar smjhte hai par hote nh,0,negative
weneedrahulgandhi entertain mein aisi mahilayen hai jo har saptah 1 bachcha paida kar sakti h,0,negative
shuru ho gaya inka naatak modi keep someon bjprss huh amit shah home minist look co,1,positive
anoth chotu babi whole cuti ilysm mother liter beauti omg im alway need,2,neutral
honest love never forget wasim akra,2,neutral
jis bjp ne jayant ko sansad banaya tha vahi jayant bjp ko dafan kar rha tha ab 5 saal masti se kaato p,0,negative
yeh germani ki wajha aj europ ka nam neokutta hota,0,negative
kabhi inki promot per bhe ghor kijiay ga mulki awam ka paisa khatay hain mohabbatain chor siahsat dano sy,2,neutral
didi aap ko jai shree ram fasa k apna mota bhai bengal jeetn ki taiyari lag gaya,1,positive
main apka feedback apni team ko forward kar diya hai aur isp uchit action liya jayega kisi aur,1,positive
kahi bhi kuch bhi hone zimmedar bjp ye chutiy ke nazar abe itana hee khujli hai gaand,0,negative
waseem bhai jab bhi ap free hon tou plz post selfi mashaallah truli love bhaiii,2,neutral
jashipur ka electri depart world ka sabs matherchod aur yeha ka local neta puchiy mat,0,negative
andersen howarth hope pray okay mate fire last week us,2,neutral
10k tweet done lagey raho solo motion mai bookbharatticketsnow,1,positive
bila tafreeq jo bhi dolat e islamia pakistan k khilaf hy ka sar kalam karna farz hy kisi ko ye haq nhi k,1,positive
today s episod mind blow amaalmallik sir aur meri nazar aap per se hat hi nahi rahi thi jacket suit,2,neutral
unmatur hai saal jo block kart hajn,0,negative
hindu offic observ roza behalf ail driver maharashtra,1,positive
manish hijd tu thakur nahi ho sakta,0,negative
tamam aashiqan e rasool ko jumma mubarak ho,2,neutral
tumhar 72000 pe thuk ke chale gay sab fir bhi apni adat se baaj nahi aog 55 saal congress ne raa,0,negative
parliament ko cann samajh liya kya,1,positive
aapko bhi win us,1,positive
khasta bilkul nahi rehta balkay quetta garam aur taaza naan khane ka concept hi nahi hai logon thanday n,1,positive
bosidki sharam karo kitna vote aayar tuje saal deposit nahi mila sabs bade gaddara chutiy b,0,negative
bakwa band kark odisha aak dekh k jao dara singh kaun tha pratap sarangi kaun hain,1,positive
worldvictorioussaint america ke shri anderson ki bhavishyavani bharat ke dehat ka ek dharmik vyakti ek manav ek,1,positive
nandani manik tum yanha kyu aay manik ager main nhi ata toh nandani ager tum nhi ate toh surpris surpris raht lakin tu,1,positive
koi ni ayega bachan na bjp na modi khud ko majboot bnao video bnane se kuch ni hone vala vais bh,1,positive
train 13425malda town express us train ki itni halat kharab ki railway station ke koi bhi karm chari sun ne k,1,positive
adarniya ravi bhai sahab aap ko bjp ki jeet par bahut bahut subhkamnay ab vesno devi mai ke darsan,1,positive
modi gaddar 02 amit shah katil protect imriti bazi randdi lao piyush gabar rail bech de nirmala tatti loot le desh,0,negative
beb ik ure stress shit u got aight love,2,neutral
varsha ye ashleel batein nahi hai sach hai,1,positive
manmohan modi kuch bol bhi le bc,0,negative
icc ko request ki thi humn wo kehtay hain match lazmi khelna parega aisi 2 point nahi de sakti england ko,1,positive
thank bhai hum sab ghumi ghumi kart hue jaror full famili ke sath aayeg u rock bhai,2,neutral
om aap sab accha ho par ram rhim banda hai inh nikl,1,positive
gau rock heart love,2,neutral
awaaz bad see jdu bjp fight intern benefit parti,1,positive
ind love see happi mother face parmatma ais khushi har maabaap ko dae,2,neutral
kaa sichai avm jal sansadhan vibhag k mantri ji bhi aam janmana ki aawaj ko aap ki tarah hi sunt thank much,1,positive
pahal desh se jativad khatm karo aarakshan khud b khud khatm ho jaega lekin wo tum logo se hoga nhi,2,neutral
opinion soori fun s sad imho play format stupid,0,negative
mj77 haha sach mein jhand life hai yar haha iam readi want work day,0,negative
abe ye grievanc forum bad kholeng ye caravan ke discuss tu apna tax ka rr kyu kar raha hai kya gupta ji,0,negative
thank sis totoo yan artista din naman nagdedecid sa mga project na tatanggapin nila maja,1,positive
gilmour hmmmm realli sam outlaw someth admir peopl even,1,positive
galt h god sb dekhta h,1,positive
r k pakka gobhiji ke emo vale scene yahi likhta hoga,1,positive
ye jahalat nahi aur kiya hy masoom bachon ko bhi adi horahi hy hiv vaba ki shakl akhtiar kar chu,1,positive
love jihad dharmantaran khule aam ho raha hai fir kyu hinduo ke har tyohar pr ap,0,negative
meri team india hai lekin world cup na jeet bas,0,negative
filhal poora india handkerchief apna sweat pooch raha hai dont worri 45 c temperatur mubarak ho,0,negative
fashion kart hain lekin ladkiyon ki tarah yeh nahi bolt tune last gather pe yehi sare lehen,2,neutral
dharam vir dont sharia civillaw india post shahbanocas supremecourtofindia helpl,1,positive
nishant aur ais log har jagah har topic par mileng jo har baat mai antin boln lag,1,positive
project ka pap khatam hua ab sala theori kaun sambhalega die,1,positive
thesss tari maa ke chuth gando harami mother chod bhosrien k,0,negative
look absolut stun whatev attir choos sheer reflect eleg,2,neutral
aeri aww s realli cool thank buddi,2,neutral
abhi toh oath liya v nahi media ke sath peac ka v agenda 2024 shuru ho gaya hai,1,positive
sundar one skill unmatch one goat clay court player one form life simpl,2,neutral
arjun ram meghwal ji ke dusri baar mantri banay jane par yashasvi pradhanmantri shree narendar modi ji avm rash,1,positive
congratul sir bharat ke liya nehi app katrina swag se swagat song 750 million ke,2,neutral
thank god shahrukh khan nt take lagaan movi offer aamirkhan perfect movi oscar worthi per,1,positive
kuchh nhi hoga media wale aur nich gireng janta ki nazaro jais unki chamchagiri aur dalali start h,0,negative
desi famili love care everi moment bimaar ek hota h khichdii poora khaandan khta hai,2,neutral
pta nahi never lol join kark aur top posit pe pahunch ke job chodna sthg big humein mili h,0,negative
happi birthday g stay mane,2,neutral
best pathano r kashmiriyo k sah muqabla bazi khud k per pr kulhari marna ha,1,positive
dg sir aapk munh se ye hawker ke bare safayi achhi nahi lagti hathi ke dant khane aur,1,positive
bhai phela tu apana vika kar la keju na q laat mar ka bhaga diya singl parti offer,0,negative
oh also got pictur cool kid damn s fun keep energi dhar,2,neutral
bahi apka bahut bara fan hun mera ek chhotasa youtub channel hai pleas bhai use subscrib mar digiy,1,positive
ji nahi dusra fc h phla insta ka shikaar ho gaya oh btw multi fandom x,1,positive
isko keht hai haarn ka doura anap sanap bakwa karn lagt hai kejriw ki tarah,0,negative
bmf patriot sy algazi wish dear laxmi agarw veri happi birthday may allah bless pihu h,2,neutral
sant rampal ji maharaj se diksha lekar nasha mukt hoon aur apn jeevan ka khushal zindagi jiyo duniya,2,neutral
fouj ko zardarion sharifo ki naslon ko phansi daini k baray mai sochna chahye,0,negative
yeh kutt fauji tassub se bahir hain yeh 7 lac pig jo qoum ka haq maa,0,negative
surya think meant sabka sath sabka vika,1,positive
worshipp kabhi apan tweet khud v padhti ho,1,positive
whole republ eseng team ya bolo ee formilweng ke rraagw,2,neutral
lawrenc iss kya toh aaj shayad dinner nhi bnega chutiya critic,2,neutral
jai hind jai bharat ji chunav prachar ki apni aakhari jansabha khargon mp aap ne saaf kaha,1,positive
excus ye aap ki ticket gir gyi hai thank bhaiyya bhaiyya mat boliy blushi,1,positive
ohh bibi ki choti bibi larki bol larki oh bc hum danda dengi jo pakistan ka paisa khaya wapi kro ku,1,positive
yoonmin fed us much today realli beauti day yoonmin shipper live best live right,2,neutral
sahi pakri hoo pick send karana mujha best,2,neutral
humn project ka achar nhi dalna ik ne agar eent rakhi nhi toh hamar saro pe qarzey ki eent mari,2,neutral
sachi ni pta wo knsi maa bappp hain jo bachon ki esi batein b man lyti,1,positive
ujaad jaana tha jo anjuman ais toh itn salik se sjaaya kyun tha,1,positive
gone mme laptop get call molepolol someon ask came ka molepolol said ke ko gae caus,1,positive
ham awam hain q k musalmano ne 1000 saal tak angrezon par hukmrani ki mager k bad muslmano ki api main,2,neutral
get food chu want dont matter food himbruh chu want mejust get food h,1,positive
follow u follow follow twitter pe swagat h apka,1,positive
never seen one bolan driver ko gandu nahi hai never one drive like complet chutiya,0,negative
nahi hardik nahi abhi karn ka time nahi hai practic pe dhyaan de teamindia cwc19,1,positive
wht expect boot licker parti khao khane,0,negative
jais hi modi ne aam muslim ka vishwa jeetn ko baat kahi jhtt se muslim ke thekedaron ke pait mein maror uthn lag,2,neutral
amit shah ke chakkar congress left lutyen rajnath ko halk le raha hai truth senior,1,positive
rail mantri ji tatkal wl ticket per charg 75 kyu lagta hai ye sarkari loot band honi chayiy,0,negative
boo hoo us horribl racist white peopl hor,0,negative
irish standard way say love mo ghr translat liter mean heart,1,positive
kisi aik parti ko itna follow karna ky os ky galat kaamo ko bi defend krni ki koshi,1,positive
ent plz sir tell katrina role sooryavanshi sachm intezar nhi h,1,positive
bhaisahab ko bhi mehsus ho gya h 2040 tk bjp hi rehn vali h,1,positive
aithey aa becom shaadi anthem year thank enough aitheyaasong thefilm,2,neutral
great afridi bus aik tweet mns ka sachiiii phir nahi ghussa nahi katna acha,1,positive
mujh nahi pata hamar politician ki kya majburi hai warna haqikat unh bhi pata hai hatsoff offic,1,positive
huyyyyyi yung crush ko sabi niya sakin wait pota felt harrrd,1,positive
ek hote hain bhole log ek hote hain bht bhole log phr ate hain wo log jo smjhte br worldcup2019 pakistan jeet ga wtf,2,neutral
good idea famous shit iss sona mohapatra social media tho bnni rhegi ek,0,negative
mla ji pleas follow advic given lokpriya neta,1,positive
congress presid done great job come back strong fr,2,neutral
nahi congress ki aaj ki jeet evm ki jeet h tum chutiy logon ka kuch nhi ho skta h bete,0,negative
stand nay someth wrong tweep mbu stand fuck stand,0,negative
shadyantra kabhi safal nahi hoga,1,positive
arpit uthao saal ko vahan se sir kind get brat airlift shift tihar,1,positive
wo jo gaan hai jo ki lip sync nahi unk koi mayn hai nahi jo bhi gaan jo hit hue hai wo lip sync ke hue hai,2,neutral
sir aap trust wapi nahi kar payeng bjp nice intellig person ab bjp risk nahi legi,1,positive
gulwish sorri say hum pakistan k alaiwa kesi ko nei manti inshallaha pakistan jeetay ga,1,positive
bruh huh stfu jaao nobodi s m dead good night,0,negative
janta ko evm pai pura vishwash kayon ki janta nai modi ji ko hi pm banaya hai app log jais pahl bo,0,negative
onesolutiontoeveryproblem jis trah fake te gand indian tv media ne dera sacha sauda khilaaf fake propoganda fake,1,positive
himat hae tv administr ki jo band ko apn channel pr live dekhat hain,1,positive
shawani spokesman jam kamal parti bap,1,positive
chup kar warna aankhon ki laser se teko jala dunga sala sacredgam ki date nai bata raha hai,0,negative
proud mother clap son prime minist india simplic best modiswearingin modisar,2,neutral
ye hitler bn gyi h oy hitler dd ab kya pura desh k logo ko andr kregi think enko hi,0,negative
joke owaisi jargi ansari ko ye baat samjhani chahiy,1,positive
chacha ji sri ji ko iss vishal jeet ke liy bahut saari subhkamnay ab hoga asli nyaya sabka saat,2,neutral
makind agebeeka good good mean level asha,2,neutral
nobita hun mai say teri hai teri,1,positive
best dost aaap agay badho mai apk saath hoon,2,neutral
1 musalman ko 05jun hindu milkar mart hain usi ko lynch kaht hain mana ki pasiauti ke log bahut sa,0,negative
bs 370 articl hat jae pure hindustan patakh phodeng jai shree ram,2,neutral
need love,1,positive
ach haal mein tou balochistan bhi nahi aur sindh aur janoobi punjab mein bhi koi jannat ki nehrain nahi beh rahi,0,negative
doubt molvi beard sign islam cultur oblig chutter usual c,0,negative
matter hehe,1,positive
girl sm indrani z ya j se koi farq na padta bibi masla,1,positive
jo fail ho rhe wo server issu ka bahana krke,0,negative
lekin ganga maa jab bulati hai modi ji jaat hai anti nation,1,positive
time today releas chandigarhamritsarchandigarh intazar ke ghriyan khatam hoe best luck love 4 yo,1,positive
dibet jane ke layak hi nahi rahe kya jaeng sansad jane parbhi roak lagado kya kreng waha jakar,1,positive
well come modi ji save villag citi countri jai hind,2,neutral
aay haay gaurimaa dulhan se kam nahi chamak rahi hai ap masha allah love way put sindoor tr,2,neutral
x hello bollywood pleas great give us anoth film like yeh jawaani hai deewani yjhd,2,neutral
pradhan panauti ji south africa ko aapn lapet diya ugla number kiska hai,1,positive
smile ahahahhaa day feel nostalg well indian advertis industri evolv th,2,neutral
bagd tumar jaiso k wajs ab tk mandir nahi bana mandir chod k mudd chahiy,1,positive
sir bhanpur tehsil kotedar 6 rupy kg ration de rahe hai ye bhi sangyan lijiy,0,negative
bhai tu rahn de ais sabd mat suna tere sakal aur teri ghatiya buddhi ka parichay pahl hi ho chu,0,negative
namastey india love ur post ashish chanchalani pls collab plssssssss,2,neutral
tagda group hai aaplogo ka good nish,2,neutral
khila kamal modi ke super sunami ure kunba,2,neutral
polic ke pass power hona jaruri abtak polic asmarth unk yogyata pe lagam laga rakh,1,positive
54 insallah aaj bhi mauka nahi aayrga jeet dekhn ka 4 mat,1,positive
comment rt spree apun ka dil bahut bada hai 10 rts dega sbko,1,positive
ap ke cover pic kisi bachhi ki pic sayd apki beti bhot pyari ek beti ke baap ko ai,2,neutral
sir ji hum marwadi log bjp ko vote dete hai tax dete hai hum logo ki jayada demand bhi nhi r,1,positive
modi par pura hindustan ek ummid lagakar baitha hai bhagwan modi ko itni himmat de ki ye har,2,neutral
54 nation dress proud captain wear shalwar,2,neutral
aditi aaps v hai bas batata nhi ki kahi bura na lage,1,positive
sambitji hame aapk harn ka bahut dukh hai ham dil se aapki jeet caht parantu hame pura vishw,2,neutral
arvind kejriw wo hai jo baccho ki jhuti kasam khay kursi ke liy baccho ko bhi nahi baksa rajniti ki ak wo ha,0,negative
rathe rahul ko resign kr dena chahiy kyunki rahul ki imag pappu bn chuki h aur mainstream media ise jari,1,positive
pandit ais nahi hota h sir sare girl nahi hoti sare boy bhi nahi hote h dhokhebaj,1,positive
iss admi ke zindegi ka ekhi target elect result jo bhi ho zidegi larkiyo ki kami nahi honi c,1,positive
bjp k godi media ki report nahi hai yeh hindu ki report hai wais tu kitn bika chamcha bann,0,negative
dev apn languag ke kitaab leke protest kareng nahi huva kuch next dekheng,2,neutral
tu itna na socha kar wese bhi kal tu ne wo ik ki wife k exhusband ko makkah bhej diya tha,1,positive
imtiyaz offic like u matter real team remain ground takl tuked gang proud u jai hind sir,2,neutral
guy fyi chang usernam hope rememb mee hehe,2,neutral
annnddddd ca nt even give beef sachchaa musalman beefi musalman,1,positive
wese pich world cup se kafi improv ki h pakistan ne,2,neutral
bow head shame univers crisi alon syria india afghanistan face,0,negative
poora slgan tarah hai sab ka saath sabka vika sab k,2,neutral
aap wada kiy jb aap cm bne agr aap god k sachch bhakt h apko us god ki kasam aap imandari se faisla kijiy,1,positive
chalo ab parliament ki attend number 1 rhegi,1,positive
guy like u u ca nt even run 100 metr even 15 year old guy beat u anyth,0,negative
777 good morn mere sohn satguru ji thank everyth miss much sohn satguru ji b,1,positive
return fake d chalan vale lagta hai tu bhi gufa ki aulad hai tere 4 child bhi gufa se hi paida hong,0,negative
abbi perchii ab gaand phat ri hai teri wc looroo kutta bc india se bi haaro ge tm log,2,neutral
shaitan best friend,1,positive
modi mantrimand may samil honay par badhai narmaday har,2,neutral
badhta h badhn tum log k time se sasta h isi chakkar desh raha h ye daal se nahi n,1,positive
milo sent clip,1,positive
nice mohsin ji bahu accha kabab diya apn,2,neutral
adarsh sir pure din se wait kr rahe hai aapka shayd aapn mera tweet dekh liya love guruji thank,2,neutral
happi birthday nakko sunshin happi nagyung day fromi 9,2,neutral
ye hote h wo chutiy jinko naa aata h naa z pr,0,negative
behn ji rehndo hame hamar haal pe chod jinh apn samaaj ki galtiya hi nhi dikhti woh dusro k,0,negative
sort journo dumber look india doesnt follow 2 parti system,0,negative
madarchod spur ek kaam dhang se nahi hota bhosdiwaalo bottler uclfin,0,negative
hope shab illumin heart hope shab grant everyth deserv hope night fre,1,positive
afwahain tere baap kuttey ke marn ki thin lekin bhonk kar tu bata raha tera baap kutta nhi khinzeer,2,neutral
tiwari one crack pm modi main sabhi karyakartaon ka kotikoti abhinandan karta hu pak media pm modi jeetn,2,neutral
mubarak ho ap ki new video k lie ach clip mil gay hong us aik ghant ko wast krne k bad,0,negative
damm sure cricket ka crown india hi jeetega cricketkacrown excit engvsa match,2,neutral
look sexi thing wajih taseer aka bilal abba bilalabbasonjeetopakistan khan,2,neutral
repeat chl rha hai song sir gbu wait movi waheguru ji kare super duper jave aa movi,1,positive
respect sir madam merey par nanu great grand father subedar jagdish lal,1,positive
return abe pagal ho kya kuon islam ko badnaam kar rahe ho kahan karachi aur kahan ranchi ranchi nam,0,negative
jcb ki khudhai dekhn jao bhai ji import,1,positive
khayr sha allah yall get excit,1,positive
ye yaha se suru hua hai,1,positive
vksingh well deserv congratul best khub abhinandan,2,neutral
tere ko nahi banat,1,positive
good btw ksi chl rha h ramzan job 2no,1,positive
rebel bharat ali abba ki bajrangi bhaijaan hai badi blockbust hogi,2,neutral
jagan anna would like see tuck sakshi tv open regim apcmysjagan,2,neutral
shame fuckless cameraman behenchod teri behen k 7 aisaa hoga bsdk tu b video banata rahega,0,negative
dobara pm banan ki hardik shubhkamna aur sath hi ummid krta hu ki 370 35a 2 crore rojgar ram mandir,1,positive
jarur ayeng bhai aap acha content post karth soon u good follow tab hume bhulna mat,2,neutral
amnesia purpl amnesia lemon x purpl kush follow adri g great day greenwoodgift high qualiti,1,positive
peopl come go yes s call life aaj chai mere taraf se thing tak keep memori aliv,2,neutral
bhai pakistan mein suwar ka ghoost nahi milta agar aisa hoha tu hum aysa nahi ka,1,positive
main perfect love stori apni life main aik marri coupl ki hi daikhi hai stop say shadi k baad koi lo,1,positive
srk han msd k sath sath mera v last hi cricket watch period onli wish ki msd career ka best performanc,2,neutral
mahoday uppcl ka hal bhut kharab hai varanasi complain karn k bad bhi karywahi nahi ho rhi hai surat cand,1,positive
bahut dukh hua ki hindi rgion itna seat dilan ke bawjud hame kisi bhi news anchor ki minist,1,positive
mainey baba key mangal aarti key samay inhein dekha hai subah subah padhtey huy vishwanath mandir mein,1,positive
13 jcb ki khudai dekhn tum nehi jaat ho kya s trend bcz jcb meme n r hilar,2,neutral
